time,x,symbol,is_head,state,transition_code,residue,prime,exponent,scale_level,term_value,term_log10
40,-10,0,0,,,1,42391,8,6,10427718369031648624228728302224441921,37.01818929326469
40,-9,0,0,,,1,42451,8,6,10546379660835893564727977078736909601,37.02310340151452
40,-8,0,0,,,1,42571,8,6,10787251781881986364625110411959185761,37.03291081558313
40,-7,0,0,,,1,42751,8,6,11157585488273185974314686446734592001,37.047570223045
40,-6,0,0,,,1,42841,8,6,11346888755495809177335530368150403521,37.05487679707559
40,-5,0,0,,,1,42901,8,6,11474646731609246944850000659515823201,37.059739323849875
40,-4,1,0,,,7,9157,9,6,452667096571443088734568285908145957,35.65577892768104
40,-3,1,0,,,7,9187,9,6,466190530193311551728947951587519427,35.66856344737727
40,-2,1,0,,,7,9277,9,6,508941668647074528612892965050278237,35.70666800937725
40,-1,0,0,,,1,42961,8,6,11603661597356334391168235872203684481,37.06459505479593
40,0,1,1,C,L,13,1093,14,6,3472819946842454999929672205599786452915049,42.540682267295836
40,1,0,0,,,1,43051,8,6,11799563736827097441059187466497314401,37.071865950510265
40,2,1,0,,,7,9337,9,6,539344468848696204759362663719102777,35.73186622926169
40,3,0,0,,,1,43201,8,6,12132502751852782254743610412063065601,37.083950398492526
40,4,0,0,,,1,43261,8,6,12267962315481004859063370910883774881,37.08877243325406
40,5,0,0,,,1,43291,8,6,12336186977329908755675774727556305121,37.0911809432788
41,-12,0,0,,,1,43321,8,6,12404743393635156952585426823212781761,37.09358778482097
41,-11,0,0,,,1,43411,8,6,12612417011225875748081011477824610081,37.100798321628695
41,-10,0,0,,,1,43441,8,6,12682314311310558376238563610823592321,37.10319851229332
41,-9,0,0,,,1,43591,8,6,13036909675026400012662106233213539521,37.11517465656917
41,-8,0,0,,,1,43651,8,6,13181158404755883864573245081605879201,37.1199535792023
41,-7,0,0,,,1,43711,8,6,13326801760504709347842047354827860481,37.1247259375295
41,-6,0,0,,,1,43801,8,6,13547906986416379180171514035348670401,37.13187220632034
41,-5,0,0,,,1,43891,8,6,13772215395576348890876124146597413921,37.1390038063924
41,-4,1,0,,,7,9397,9,6,571351065598085087844991552819520917,35.75690304169814
41,-3,1,0,,,7,9547,9,6,658873898364174400767022064840668267,35.81880230308413
41,-2,1,0,,,7,9697,9,6,758117567560196174155785890706875617,35.87973656049139
41,-1,0,1,D,R,11,881,15,6,149499116526684362622133284447500565587885201,44.174638626180716
41,0,1,0,,,7,9787,9,6,823846488367807605541937646980612827,35.91584629486969
41,1,0,0,,,1,43951,8,6,13923553466281953462026309607095721601,37.14375008684441
41,2,1,0,,,7,9817,9,6,846855122689100332369009682003292697,35.92780911895125
41,3,0,0,,,1,44041,8,6,14153288924215004940959187289459341121,37.15085737241611
41,4,0,0,,,1,44071,8,6,14230600947387608042992631542852877761,37.15322324039515
41,5,0,0,,,1,44101,8,6,14308282244338381807093359044231032801,37.155587498428964
42,-12,0,0,,,1,44131,8,6,14386334325867499239989742201002478241,37.15795014870717
42,-11,0,0,,,1,44221,8,6,14622730463221890229634281318911276961,37.16502847483733
42,-10,0,0,,,1,44281,8,6,14782209741298690304426873377934581441,37.169739360088535
42,-9,0,0,,,1,44371,8,6,15024282224076375968725150694509136161,37.176793733016275
42,-8,0,0,,,1,44491,8,6,15352437501047454117575218114433082721,37.18617733806818
42,-7,0,0,,,1,44641,8,6,15771438875386955933653238263833649921,37.19787131711674
42,-6,0,0,,,1,44701,8,6,15941820333672058932794392961834877601,37.20253791026786
42,-5,0,0,,,1,44851,8,6,16374839213884093283439872204171488801,37.21417704430561
42,-4,1,0,,,7,9907,9,6,919347007845990213019514890347602707,35.96347946693295
42,-3,1,0,,,7,9967,9,6,970689036185402334829531646957288047,35.98708012434847
42,-2,1,0,,,7,10177,9,6,1171056828048806149149400624892454337,36.06857797065663
42,-1,1,0,,,7,10267,9,6,1267628684934206586396248119041058747,36.10299205819867
42,0,1,1,D,R,13,1123,16,6,6398469442151121688203676138576434111894068132161,48.806076100183326
42,1,0,0,,,1,44971,8,6,16728629362750292780870675845475172961,37.22346035909871
42,2,1,0,,,7,10357,9,6,1371215728649446900857855216803196757,36.137105786220374
42,3,0,0,,,1,45061,8,6,16998343585986799594804558396980557281,37.230406603348015
42,4,0,0,,,1,45121,8,6,17180259901581811886427502900530332161,37.235029729516704
42,5,0,0,,,1,45181,8,6,17363877453883829848236368943121460641,37.23964671213039
43,-12,0,0,,,1,45361,8,6,17925074170948429725361599734604727681,37.25346096138123
43,-11,0,0,,,1,45481,8,6,18307963601903139367813340903597567041,37.262640040334446
43,-10,0,0,,,1,45541,8,6,18502077757024711651239801850664913121,37.26722050179447
43,-9,0,0,,,1,45631,8,6,18796625610394858974907169534091210241,37.27407989126796
43,-8,0,0,,,1,45691,8,6,18995262762224331825965722367592100321,37.27864530554511
43,-7,0,0,,,1,45751,8,6,19195734239451208909962083070668616001,37.283204728594264
43,-6,0,0,,,1,45841,8,6,19499912560633721397956515778901947521,37.290032663951266
43,-5,0,0,,,1,46021,8,6,20120946693843031444404730391413947361,37.303648410491235
43,-4,1,0,,,7,10477,9,6,1521011491371626619326707067313393037,36.182132495197266
43,-3,1,0,,,7,10567,9,6,1642726892235319967655383359985869447,36.215565366810495
43,-2,1,0,,,7,10597,9,6,1685180437747662015642019157274379717,36.22664640901904
43,-1,1,0,,,7,10627,9,6,1728606434262574851271180735800652387,36.23769612520896
43,0,0,0,,,1,46051,8,6,20226117362283618731695627347041738401,37.30591252291076
43,1,0,1,A,R,11,911,12,6,326753707264991140811478515720435521,35.51422052367598
43,2,1,0,,,7,10657,9,6,1773024317058363266495029402253559457,36.2487146919979
43,3,0,0,,,1,46141,8,6,20544521043511127633489350565905621921,37.3126960209649
43,4,0,0,,,1,46171,8,6,20651625789494935991793853777637326561,37.31495424696642
43,5,0,0,,,1,46261,8,6,20975877189839907313435605743673878881,37.32172013163382
44,-12,0,0,,,1,46351,8,6,21304574567618280914722489598971900801,37.3284728661694
44,-11,0,0,,,1,46381,8,6,21415137354219474765662913063475326241,37.33072086425621
44,-10,0,0,,,1,46411,8,6,21526201872633593898157447983491914081,37.33296740877057
44,-9,0,0,,,1,46441,8,6,21637770073182075139541275879147936321,37.33521250159105
44,-8,0,0,,,1,46471,8,6,21749843912499974279166892893562464961,37.33745614459258
44,-7,0,0,,,1,46591,8,6,22203235012059472977221827187631083521,37.34641625578086
44,-6,0,0,,,1,46681,8,6,22548684364037506135593058015824392641,37.353121207406566
44,-5,0,0,,,1,46771,8,6,22898827444755355637603451395185443361,37.35981324446608
44,-4,1,0,,,7,10687,9,6,1818453853408486612051560728964052927,36.259702284514
44,-3,1,0,,,7,10837,9,6,2061492030991316190593302621885236277,36.314181660309735
44,-2,1,0,,,7,10867,9,6,2113425793687098025872568403143720147,36.32498700354522
44,-1,1,0,,,7,10957,9,6,2276276185682683826655751648778562157,36.357224954841236
44,0,0,0,,,1,46831,8,6,23134890713208207119687592569062515841,37.36426745227928
44,1,1,0,,,7,10987,9,6,2332985935512212141666863642684879627,36.36791212064208
44,2,1,1,B,L,13,1153,13,6,6364744798662938329703222427703556422273,39.80378099483109
44,3,0,0,,,1,46861,8,6,23253718812893340427197124459937179681,37.36649241661389
44,4,0,0,,,1,47041,8,6,23977967287520344859413512794236485121,37.37981236336536
44,5,0,0,,,1,47161,8,6,24471694494972973577727101507149990081,37.38866404227118
45,-12,0,0,,,1,47221,8,6,24721876880005878902724986548585860961,37.39308143921966
45,-11,0,0,,,1,47251,8,6,24847805181530711754308934258824628001,37.39528803332501
45,-10,0,0,,,1,47431,8,6,25615229348426436943414894454565608641,37.4084982487273
45,-9,0,0,,,1,47491,8,6,25875605164273431816958851717689826721,37.41289051562174
45,-8,0,0,,,1,47521,8,6,26006659319607025280258107645643439361,37.41508456856496
45,-7,0,0,,,1,47581,8,6,26270511100396768761926887340249031841,37.41946852219311
45,-6,0,0,,,1,47701,8,6,26805250442242193815610538625356501601,37.42821986920638
45,-5,0,0,,,1,47791,8,6,27212531444535370150979070443472021121,37.43476894388398
45,-4,1,0,,,7,11047,9,6,2450186744911791887888754762815441767,36.389199186076354
45,-3,1,0,,,7,11197,9,6,2766400815007119076009626570727249117,36.441915103877015
45,-2,1,0,,,7,11257,9,6,2902712310597936913071588132770204857,36.46280399480131
45,-1,1,0,,,7,11287,9,6,2973080889886933813777579053055546327,36.47320672540192
45,0,0,0,,,1,47881,8,6,27625216922974176494979147650423058241,37.44130569694044
45,1,1,1,C,L,13,1213,14,6,14929704507105383164912343247622944149789689,43.17405121213202
45,2,0,0,,,1,47911,8,6,27763990331617631915797373216954566081,37.44348188449398
45,3,0,0,,,1,48091,8,6,28609512843021450382296736889588855521,37.45651046278992
45,4,0,0,,,1,48121,8,6,28752601848732348678866577202980116161,37.45867715050112
45,5,0,0,,,1,48271,8,6,29477480947986319589215679678287935361,37.469490367343965
46,-12,0,0,,,1,48481,8,6,30519158469707740793747322041051831041,37.48457255428281
46,-11,0,0,,,1,48541,8,6,30822634217688381496658989554174057121,37.48886975240052
46,-10,0,0,,,1,48571,8,6,30975359821587819435859263199809953761,37.49101636000766
46,-9,0,0,,,1,48661,8,6,31437516958907973584205806060905642081,37.49744823667939
46,-8,0,0,,,1,48751,8,6,31905696403874282668148260543106640001,37.503868228383546
46,-7,0,0,,,1,48781,8,6,32063106096044441757188954165250577441,37.50600559209892
46,-6,0,0,,,1,48871,8,6,32539419832378339627475591856933812161,37.51240980533585
46,-5,0,0,,,1,48991,8,6,33184129888866121513979870984667198721,37.52093043462178
46,-4,1,0,,,7,11317,9,6,3044961760356588636985623889924946197,36.483581842988464
46,-3,1,0,,,7,11437,9,6,3348182252061687698165590225944569677,36.52480908997548
46,-2,1,0,,,7,11467,9,6,3428059194610248418999310133506541547,36.53504831257165
46,-1,1,0,,,7,11497,9,6,3509625543411509564290450764872043817,36.54526078224778
46,0,0,1,D,R,11,941,15,6,401646837183762733840100677271048599286112101,44.60384435140885
46,1,1,0,,,7,11527,9,6,3592912480946989118937307268606268487,36.55544663843907
46,2,0,0,,,1,49081,8,6,33674970300050182071260526151201563841,37.52730722136518
46,3,0,0,,,1,49171,8,6,34172151701881995727273087005931510561,37.53367232567711
46,4,0,0,,,1,49201,8,6,34339300039866200251554012007106313601,37.535791438410165
46,5,0,0,,,1,49261,8,6,34675744179747504939292328803207982881,37.540025790284325
47,-12,0,0,,,1,49411,8,6,35529504210938985169134924549503218081,37.550589147259785
47,-11,0,0,,,1,49531,8,6,36225698616987766236575368308445993441,37.55901676964569
47,-10,0,0,,,1,49681,8,6,37112706864111982286839702043848256641,37.569522631343524
47,-9,0,0,,,1,49711,8,6,37292371067865139388493651385295268481,37.57161999690257
47,-8,0,0,,,1,49741,8,6,37472795853419346848703060041555634721,37.57371609710806
47,-7,0,0,,,1,49801,8,6,37835938210941935558342578596993518401,37.57790450755912
47,-6,0,0,,,1,49831,8,6,38018661324261310286230435999467579841,37.57999682084816
47,-5,0,0,,,1,49891,8,6,38386425336141609084563119663749301921,37.58417767114135
47,-4,1,0,,,7,11587,9,6,3764775318793599920622816443348053027,36.57573906268286
47,-3,1,0,,,7,11617,9,6,3853416070141528444220751402280396897,36.58584590421437
47,-2,1,0,,,7,11677,9,6,4036282192473093502966975224351547837,36.60598152187351
47,-1,1,0,,,7,11827,9,6,4527634612268229114389748027489687187,36.6558713712989
47,0,1,0,,,7,11887,9,6,4738603428898330576345675637634399727,36.675650364355064
47,1,1,1,D,R,13,1303,16,6,69041568848827935019364970498763122132019973512321,49.839110651401356
47,2,0,0,,,1,49921,8,6,38571471826336638051148839984346306561,37.586266211172514
47,3,0,0,,,1,50101,8,6,39698231013367570490313784721336680801,37.59877115466614
47,4,0,0,,,1,50131,8,6,39888797408206625903888878633793406241,37.60085094313228
47,5,0,0,,,1,50221,8,6,40465307877397382018624731516044444961,37.60708284903961
48,-12,0,0,,,1,50311,8,6,41049095954763110663308007679537689281,37.61330359687126
48,-11,0,0,,,1,50341,8,6,41245322792309092545041226498774263521,37.615374706809334
48,-10,0,0,,,1,50461,8,6,42038462356853446975290126849037944481,37.6236468224336
48,-9,0,0,,,1,50551,8,6,42642043593556654400802390919803374401,37.629838009811614
48,-8,0,0,,,1,50581,8,6,42844915407093204670813835952760095841,37.631899289697586
48,-7,0,0,,,1,50671,8,6,43458607039686754919578246558547602561,37.63807580195062
48,-6,0,0,,,1,50821,8,6,44498528624077220472862345942006241761,37.64834565095827
48,-5,0,0,,,1,50971,8,6,45560159179629529082354569428500340961,37.658585232762505
48,-4,1,0,,,7,12007,9,6,5186932492264805086967209517550861607,36.71491059570369
48,-3,1,0,,,7,12037,9,6,5304742955455271707614399968235263077,36.724664344744056
48,-2,1,0,,,7,12097,9,6,5547523183208366053474399997158353217,36.74409912583301
48,-1,1,0,,,7,12157,9,6,5800130302315596869904001085464972957,36.7634377502769
48,0,1,0,,,7,12277,9,6,6336220796528611148054043507651265237,36.80183030258448
48,1,0,0,,,1,51001,8,6,45775124348539188315627498528828408001,37.660629532740224
48,2,0,1,A,R,11,971,12,6,702474815464296590198099228001521041,35.84663075889606
48,3,0,0,,,1,51031,8,6,45990976475462002548821334935316325441,37.662672630565616
48,4,0,0,,,1,51061,8,6,46207718695382753049336866003317565281,37.66471452765172
48,5,0,0,,,1,51151,8,6,46863317401538229562572666700363939201,37.67083302856712
49,-12,0,0,,,1,51241,8,6,47527040692542078840129871804632006721,37.67694077345927
49,-11,0,0,,,1,51361,8,6,48424792332522624000127218613650535681,37.685067766943384
49,-10,0,0,,,1,51421,8,6,48879206385045242483091699826535398561,37.68912414597849
49,-9,0,0,,,1,51481,8,6,49337347229232720760076780566530095041,37.693175794633284
49,-8,0,0,,,1,51511,8,6,49567823369604763206683406377471810881,37.69519984851329
49,-7,0,0,,,1,51631,8,6,50499176154532874722572946480506138241,37.703284293079875
49,-6,0,0,,,1,51691,8,6,50970567844647269268779007284900788321,37.70731947193329
49,-5,0,0,,,1,51721,8,6,51207704172579656648238727111442736961,37.7093353052714
49,-4,1,0,,,7,12457,9,6,7223059294720603715051755899243175657,36.85872118003602
49,-3,1,0,,,7,12487,9,6,7381132567366011340422436038476613127,36.86812300545708
49,-2,1,0,,,7,12517,9,6,7542273382320547834009713364424988997,36.87750227008518
49,-1,1,0,,,7,12547,9,6,7706533700960512671990871171796215267,36.886859081935754
49,0,1,0,,,7,12577,9,6,7873966237283292979837133979188283937,36.89619354825037
49,1,0,0,,,1,51871,8,6,52407925045861110824313855226113596161,37.71939696529367
49,2,1,0,,,7,12637,9,6,8218562636534101685691186767733316477,36.91479586941282
49,3,0,1,B,L,11,1031,12,6,1442460679454035801476968893512521761,36.1591039834022
49,4,0,0,,,1,51991,8,6,53385752193098610090597894119319942721,37.72742536621305
49,5,0,0,,,1,52021,8,6,53632688902248299424004304691807915361,37.729429571084545
50,-12,0,0,,,1,52051,8,6,53880624467842193235840216647242586401,37.73143262048388
50,-11,0,0,,,1,52081,8,6,54129562351050265519614309978924627841,37.7334345157426
50,-10,0,0,,,1,52201,8,6,55135406633514165390380823040583937601,37.74143058192186
50,-9,0,0,,,1,52291,8,6,55900485268434445639969192834681737121,37.74741557798461
50,-8,0,0,,,1,52321,8,6,56157567498174527603942173527902933761,37.74940828777917
50,-7,0,0,,,1,52501,8,6,57721898236966033701323337827175420001,37.76134060482416
50,-6,0,0,,,1,52561,8,6,58251746978068897143364635258616817281,37.76530895444584
50,-5,0,0,,,1,52711,8,6,59595030124741900905691632563844972481,37.775210043642986
50,-4,1,0,,,7,12697,9,6,8576499691029323480508786689653622617,36.93331007630563
50,-3,1,0,,,7,12757,9,6,8948227142772259026093074544448018357,36.951736999742934
50,-2,1,0,,,7,12907,9,6,9940947735340195438646376631520429707,36.99742779049468
50,-1,1,0,,,7,12967,9,6,10364672826336772213289041336781795047,37.01555559760603
50,0,1,0,,,7,13147,9,6,11733834715806894080547019918566204667,37.06943996639961
50,1,0,0,,,1,52861,8,6,60965339588644753139689286104126987681,37.78508299724771
50,2,1,1,A,L,13,1423,12,6,68938019258429685762721882250860633921,37.83845880101141
50,3,1,0,,,7,13177,9,6,11977023824148167945094334385596641337,37.078348913434944
50,4,0,0,,,1,52951,8,6,61800690958180849032126916695094593601,37.79099333071418
50,5,0,0,,,1,52981,8,6,62081358194909466325121257559778227041,37.79296120970152
51,-12,0,0,,,1,53101,8,6,63215211960618760089170015678245504801,37.80082159846607
51,-11,0,0,,,1,53161,8,6,63788903092670507679024118904688598081,37.80474513413202
51,-10,0,0,,,1,53281,8,6,64949967495976384641974929446820573441,37.81257893806768
51,-9,0,0,,,1,53401,8,6,66129481638418088455135223176868107201,37.82039511846299
51,-8,0,0,,,1,53551,8,6,67630201492412326089141610699607798401,37.830140681332075
51,-7,0,0,,,1,53611,8,6,68238781797390666557342329986784963681,37.83403126517891
51,-6,0,0,,,1,53731,8,6,69470334048559805368350662864842043041,37.84179938718726
51,-5,0,0,,,1,53791,8,6,70093370638148093309794665807150309121,37.845676944765266
51,-4,1,0,,,7,13267,9,6,12733698486284808929382946094315965747,37.10495456224739
51,-3,1,0,,,7,13297,9,6,12995201525829762771190172175413852017,37.11378301880257
51,-2,1,0,,,7,13327,9,6,13261467322378990968489241241558380687,37.122591579480265
51,-1,1,0,,,7,13417,9,6,14089603704850984042981633165378941097,37.14889877797686
51,0,1,0,,,7,13477,9,6,14666924463269634944281428064291980037,37.1663390553114
51,1,0,1,B,L,11,1061,12,6,2035094622959065220239667799316090321,36.30858460681609
51,2,1,0,,,7,13537,9,6,15265177558926895811304083603504196577,37.183701860217624
51,3,1,0,,,7,13567,9,6,15572359636906714965517372490231176447,37.19235442500506
51,4,0,0,,,1,53881,8,6,71037092708169700996619023372273986241,37.85148517902848
51,5,0,0,,,1,54001,8,6,72312673435099102124566738065648432001,37.85921441791126
52,-12,0,0,,,1,54091,8,6,73282467456121570560508363989079943521,37.865000083811225
52,-11,0,0,,,1,54121,8,6,73608251247090395278438324738031684161,37.86692650007425
52,-10,0,0,,,1,54151,8,6,73935301597991904178236637521549163201,37.868851848794584
52,-9,0,0,,,1,54181,8,6,74263622727094329946942286302429052641,37.87077613115476
52,-8,0,0,,,1,54331,8,6,75924438505528134820713267849620175841,37.8803815888043
52,-7,0,0,,,1,54361,8,6,76260473544540190112865398870889439681,37.88229949772683
52,-6,0,0,,,1,54421,8,6,76936449840651909856131446483851582561,37.886132142327085
52,-5,0,0,,,1,54541,8,6,78304148475552597540467618437584345121,37.8937847711552
52,-4,1,0,,,7,13597,9,6,15885024095880259813656023873348326717,37.200987877941884
52,-3,1,0,,,7,13627,9,6,16203256360771908267591931186086439387,37.209602303270856
52,-2,1,0,,,7,13687,9,6,16856771712548284841273616976055119927,37.226774405302315
52,-1,1,0,,,7,13807,9,6,18234502705491368742282455699421757807,37.26089392365715
52,0,1,1,A,L,13,1453,12,6,88549756561234402059730283799003624241,37.947187371576256
52,1,1,0,,,7,14107,9,6,22126463063795297318646348084847480507,37.344911997088516
52,2,1,0,,,7,14197,9,6,23429835584460396563143788176485996117,37.36976924100788
52,3,1,0,,,7,14347,9,6,25754307974567437755854422841933063467,37.41084988475962
52,4,0,0,,,1,54601,8,6,78995940485175709120528716030288916801,37.897604773946306
52,5,0,0,,,1,54631,8,6,79343837498145446346877072298149602241,37.89951320148178
53,-12,0,0,,,1,54721,8,6,80395585509589796878404349695577320961,37.905232202461626
53,-11,0,0,,,1,54751,8,6,80748868613912644375206114321494688001,37.90713644607216
53,-10,0,0,,,1,55021,8,6,83990049071686378572877949965480899361,37.92422783499933
53,-9,0,0,,,1,55051,8,6,84357111134907895984107800210899010401,37.926121698620186
53,-8,0,0,,,1,55171,8,6,85839434235024632414156134378271878561,37.93368684654624
53,-7,0,0,,,1,55201,8,6,86213556782226436401838762327365561601,37.93557556249274
53,-6,0,0,,,1,55291,8,6,87344498923305342525742253923984881121,37.94123555771637
53,-5,0,0,,,1,55351,8,6,88105652486987035414947300788020372801,37.94500377180773
53,-4,1,0,,,7,14407,9,6,26740037104284356592098748225655843207,37.4271620055503
53,-3,1,0,,,7,14437,9,6,27245363610044873727971899691231636677,37.43529260826811
53,-2,1,0,,,7,14557,9,6,29352624448232296144589465358388514557,37.46764693803437
53,-1,1,1,B,L,13,1483,13,6,167816617552075673907770218757018105933563,41.22483496336896
53,0,1,0,,,7,14737,9,6,32785495497158007642815318812000463377,37.51568175167664
53,1,1,0,,,7,14767,9,6,33391080602120287541074470396742419247,37.523630473919425
53,2,1,0,,,7,14797,9,6,34006588346359673543291624861528625517,37.53156306425644
53,3,1,0,,,7,14827,9,6,34632160701057537636310181580313074187,37.53947958803438
53,4,0,0,,,1,55381,8,6,88488400992447626271495560316251718241,37.946886347363254
53,5,0,0,,,1,55411,8,6,88872603602398564260576912550557826081,37.94876790339986
54,-12,0,0,,,1,55441,8,6,89258265049391831661995915198504968321,37.95064844102122
54,-11,0,0,,,1,55501,8,6,90033983448883976596067127878247444001,37.954406465423844
54,-10,0,0,,,1,55621,8,6,91603135952059317159410168888909576161,37.96191034160849
54,-9,0,0,,,1,55681,8,6,92396646911396925714794435182367984641,37.96565621089218
54,-8,0,0,,,1,55711,8,6,92795652982522074438278995413938676481,37.96752763214643
54,-7,0,0,,,1,55921,8,6,95631161849565124224382040366978674561,37.98059943217264
54,-6,0,0,,,1,56041,8,6,97285252435422423367107640789351917121,37.98804701014146
54,-5,0,0,,,1,56101,8,6,98121645106953287481099278810058328801,37.99176482097425
54,-4,1,0,,,7,14887,9,6,35914075832065994478972356967999066727,37.55526469532179
54,-3,1,0,,,7,14947,9,6,37237996835247732269897847262241932867,37.57098631068747
54,-2,1,1,C,L,13,1543,14,6,433633638782562112851655184278390875098618449,44.63712296488408
54,-1,0,0,,,1,56131,8,6,98542195850132452429084078737080334241,37.99362223558219
54,0,1,0,,,7,15187,9,6,42978171694290460135720679463769653427,37.63324793651676
54,1,1,0,,,7,15217,9,6,43748318531327866829263133784930925297,37.640961365550346
54,2,1,0,,,7,15277,9,6,45325510854832556430952007199796252237,37.656342707642
54,3,1,0,,,7,15307,9,6,46132898276103944887320775240296771307,37.664010739797504
54,4,0,0,,,1,56311,8,6,101098780902697369852010854723678697281,38.00474591869265
54,5,0,0,,,1,56401,8,6,102398697706822129274111132785131331201,38.010294433374796
55,-12,0,0,,,1,56431,8,6,102835241171506909940531890801227200641,38.01214197091934
55,-11,0,0,,,1,56611,8,6,105488863172728757440140507199381867681,38.02320661207037
55,-10,0,0,,,1,56671,8,6,106386619502570791427351578485471970561,38.02688700914681
55,-9,0,0,,,1,56701,8,6,106837999325368096351893039775745373601,38.02872574672028
55,-8,0,0,,,1,56731,8,6,107291053995206846810501558073862307041,38.030563511691135
55,-7,0,0,,,1,56821,8,6,108660320396653129678854701421869009761,38.03607098126363
55,-6,0,0,,,1,56911,8,6,110044852929835807357439154388536478081,38.04156973433648
55,-5,0,0,,,1,56941,8,6,110509781390085593686040634550412140321,38.04340071979249
55,-4,1,0,,,7,15427,9,6,49491807573997356709071770977063031587,37.69453331570401
55,-3,1,1,D,R,13,1663,16,6,3421968342952420455187578635381518213952589540464641,51.53427598751231
55,-2,1,0,,,7,15607,9,6,54938256585338269565490883766555694007,37.73987487337029
55,-1,0,0,,,1,57241,8,6,115254448837719296239018556512597494721,38.06165769821251
55,0,1,0,,,7,15667,9,6,56868607068132940540249033710674771347,37.754872590832925
55,1,1,0,,,7,15727,9,6,58859013798694335597473823368439170287,37.76981298108379
55,2,1,0,,,7,15787,9,6,60911105353027566863434018335556346827,37.78469648070918
55,3,1,0,,,7,15817,9,6,61960802160238393046283605118645906697,37.792117031609926
55,4,0,0,,,1,57271,8,6,115738574918806410642744597815068887361,38.06347813062206
55,5,0,0,,,1,57301,8,6,116224479440772078119303245279884578401,38.06529760969267
56,-12,0,0,,,1,57331,8,6,116712168000494199222200542116085239841,38.067116136422314
56,-11,0,0,,,1,57571,8,6,120678578318326505727176584262966105761,38.081630185227326
56,-10,0,0,,,1,57601,8,6,121182577508154835333443439651553740801,38.08344018554015
56,-9,0,0,,,1,57751,8,6,123730301159180936602912568771444712001,38.09247606999873
56,-8,0,0,,,1,57781,8,6,124245431959979311928417784540644569441,38.09428043031448
56,-7,0,0,,,1,57901,8,6,126324769784172852559189337955051943201,38.101488515447336
56,-6,0,0,,,1,57991,8,6,127904193170957033777150539943417430721,38.10688478248614
56,-5,0,0,,,1,58111,8,6,130036955289960826531260301493109319681,38.114066792289414
56,-4,1,0,,,7,15877,9,6,64108557215094220336953628234826529637,37.80691600304854
56,-3,0,0,,,1,58171,8,6,131114957191681469811618365066318062561,38.117652237497
56,-2,1,1,A,L,13,1693,12,6,554476950480529406744548587312849990001,38.74388349730722
56,-1,0,0,,,1,58231,8,6,132200770529079969927585786449881439041,38.121233986432166
56,0,1,0,,,7,15907,9,6,65207046503476633273248791634157256707,37.814294529661666
56,1,1,0,,,7,15937,9,6,66322235096207331596335217357294170177,37.82165915375441
56,2,1,0,,,7,16057,9,6,70954454633097694195381279288771528057,37.85097966634519
56,3,1,0,,,7,16087,9,6,72156516125177438928823223161316453527,37.85827555635017
56,4,0,0,,,1,58321,8,6,133844243067128288702093389211949701761,38.126599695971606
56,5,0,0,,,1,58411,8,6,135505565078390963934181581329601130081,38.13195713161785
57,-12,0,0,,,1,58441,8,6,136063334270432570102122027383085312321,38.13374110926388
57,-11,0,0,,,1,58711,8,6,141174357789102776555835786607576380481,38.14975582078091
57,-10,0,0,,,1,58741,8,6,141752486297345994346316016773503866721,38.15153068503054
57,-9,0,0,,,1,58771,8,6,142332685322745493724079063894893379361,38.153304643059016
57,-8,0,0,,,1,58831,8,6,143499320352404389167340627361226771841,38.15684984415085
57,-7,0,0,,,1,58921,8,6,145264961123619335248200724412170858561,38.162160872207444
57,-6,0,0,,,1,59011,8,6,147049581895933065830488376129707070881,38.16746379402128
57,-5,0,0,,,1,59221,8,6,151288491503781208199812167565124196961,38.17980589255392
57,-4,1,0,,,7,16267,9,6,79756704341727789465541131067694872747,37.90176720002059
57,-3,0,1,B,L,11,1091,12,6,2843786623453371801673765555226557681,36.4538970070601
57,-2,1,0,,,7,16417,9,6,86625186707823921419847419164653048097,37.93764418367863
57,-1,0,0,,,1,59281,8,6,152519077045250287874307561622197901441,38.18332416851766
57,0,1,0,,,7,16447,9,6,88060314423913688729997028011558306367,37.94478023179722
57,1,1,0,,,7,16477,9,6,89516537498495884683789310975614567037,37.95190327532571
57,2,1,0,,,7,16567,9,6,94014502065326327412926272753780483447,37.97319485020784
57,3,1,0,,,7,16657,9,6,98712254668611011689745217026295213457,37.994371071662364
57,4,0,0,,,1,59341,8,6,153758412117561812819695988278000895521,38.186838885333955
57,5,0,0,,,1,59581,8,6,158804317141290293399213756668837287841,38.200862304672654
58,-12,0,0,,,1,59611,8,6,159445129995345976969133846357122771681,38.20261125892895
58,-11,0,0,,,1,59671,8,6,160733546926102786534648812654810154561,38.20610652843977
58,-10,0,0,,,1,59791,8,6,163337737724648468212510203480684597121,38.213086536188776
58,-9,0,0,,,1,59971,8,6,167313246074095758880291607316418092961,38.22353032511758
58,-8,0,0,,,1,60091,8,6,170010384990396082413501133187227031521,38.23047545082693
58,-7,0,0,,,1,60271,8,6,174127425029847436514643731795963871361,38.24086717778663
58,-6,0,0,,,1,60331,8,6,175519022370046420592011403992974303841,38.24432419124433
58,-5,0,0,,,1,60601,8,6,181902356577357256667882023055722564801,38.25983832546213
58,-4,1,1,A,L,13,1723,12,6,684578616478780081468619974004966391121,38.83542332937634
58,-3,1,0,,,7,16747,9,6,103617517443546690241201766248742301067,38.01543318287984
58,-2,1,0,,,7,16927,9,6,114082741175720587714984911775898125087,38.05721994784428
