N,n,r,h,h_floor,eps_h,z_h,boost_G,delta10,rho30,fake_mirror,h_mirror,root_decimal,root_native,native_core,eps_bucket,native_cluster,z_N,pair_fiber_size
5430,2715,169,129.97876279657538,129,40,3.422668481545576,2.6815642458100557,3740,0,169|3740|169,169|40|169,40|3740|40,40|0|40,"169|(0,40)|169",>5,eps=>5;rho30=0,40,169
5436,2718,123,97.67586393630297,97,26,2.562365083217129,2.0134228187919465,4206,6,123|4206|123,123|26|123,26|4206|26,26|6|26,"123|(6,26)|123",>5,eps=>5;rho30=6,26+6i,123
5448,2724,127,97.62098427825653,97,30,2.9734843053060303,2.008888888888889,4178,18,127|4178|127,127|30|127,30|4178|30,30|18|30,"127|(18,30)|127",>5,eps=>5;rho30=18,30+18i,127
5454,2727,135,98.25371413178931,98,37,3.707139775517888,2.0202020202020203,4104,24,135|4104|135,135|37|135,37|4104|37,37|24|37,"135|(24,37)|135",>5,eps=>5;rho30=24,37+24i,135
5460,2730,218,169.9257654764164,169,49,3.6879307735748097,3.4909090909090903,3280,0,218|3280|218,218|49|218,49|3280|49,49|0|49,"218|(0,49)|218",>5,eps=>5;rho30=0,49,218
5466,2733,129,97.54260115835932,97,32,3.1851188504064853,2.002200220022002,4176,6,129|4176|129,129|32|129,32|4176|32,32|6|32,"129|(6,32)|129",>5,eps=>5;rho30=6,32+6i,129
5478,2739,144,109.7827865728023,109,35,3.265709229404854,2.2496570644718794,4038,18,144|4038|144,144|35|144,35|4038|35,35|18|35,"144|(18,35)|144",>5,eps=>5;rho30=18,35+18i,144
5484,2742,118,97.89631489950268,97,21,2.031854012549992,2.0043956043956044,4304,24,118|4304|118,118|21|118,21|4304|21,21|24|21,"118|(24,21)|118",>5,eps=>5;rho30=24,21+24i,118
5490,2745,164,132.56090495858078,132,32,2.7306265368329274,2.711864406779661,3850,0,164|3850|164,164|32|164,32|3850|32,32|0|32,"164|(0,32)|164",>5,eps=>5;rho30=0,32,164
5496,2748,126,98.2767254120269,98,28,2.796528101830151,2.0088105726872247,4236,6,126|4236|126,126|28|126,28|4236|28,28|6|28,"126|(6,28)|126",>5,eps=>5;rho30=6,28+6i,126
5508,2754,127,104.5436519411644,104,23,2.196293101736951,2.1333333333333333,4238,18,127|4238|127,127|23|127,23|4238|23,23|18|23,"127|(18,23)|127",>5,eps=>5;rho30=18,23+18i,127
5514,2757,130,98.19861072491281,98,32,3.209175154155931,2.0021810250817884,4214,24,130|4214|130,130|32|130,32|4214|32,32|24|32,"130|(24,32)|130",>5,eps=>5;rho30=24,32+24i,130
5520,2760,172,137.13136360372084,137,35,2.9776014448602837,2.7936507936507935,3800,0,172|3800|172,172|35|172,35|3800|35,35|0|35,"172|(0,35)|172",>5,eps=>5;rho30=0,35,172
5526,2763,134,98.57767084635692,98,36,3.56769597170409,2.0065573770491802,4186,6,134|4186|134,134|36|134,36|4186|36,36|6|36,"134|(6,36)|134",>5,eps=>5;rho30=6,36+6i,134
5538,2769,138,108.92258145631175,108,30,2.7861011852204025,2.2134387351778657,4158,18,138|4158|138,138|30|138,30|4158|30,30|18|30,"138|(18,30)|138",>5,eps=>5;rho30=18,30+18i,138
5544,2772,169,131.33494902849716,131,38,3.2866117574924085,2.6666666666666665,3854,24,169|3854|169,169|38|169,38|3854|38,38|24|38,"169|(24,38)|169",>5,eps=>5;rho30=24,38+24i,169
5550,2775,173,135.19964374059336,135,38,3.2509337512641223,2.7428571428571424,3820,0,173|3820|173,173|38|173,38|3820|38,38|0|38,"173|(0,38)|173",>5,eps=>5;rho30=0,38,173
5556,2778,129,98.87894160598701,98,31,3.02913286878177,2.004338394793926,4266,6,129|4266|129,129|31|129,31|4266|31,31|6|31,"129|(6,31)|129",>5,eps=>5;rho30=6,31+6i,129
5568,2784,127,102.48887129310349,102,25,2.421168167120017,2.074074074074074,4298,18,127|4298|127,127|25|127,25|4298|25,25|18|25,"127|(18,25)|127",>5,eps=>5;rho30=18,25+18i,127
5574,2787,133,99.01704608888181,99,34,3.415121375706416,2.0021574973031284,4244,24,133|4244|133,133|34|133,34|4244|34,34|24|34,"133|(24,34)|133",>5,eps=>5;rho30=24,34+24i,133
5580,2790,177,136.54085735076177,136,41,3.462464767075504,2.7586206896551726,3810,0,177|3810|177,177|41|177,41|3810|41,41|0|41,"177|(0,41)|177",>5,eps=>5;rho30=0,41,177
5586,2793,163,125.88210529297605,125,38,3.3082729707226775,2.541176470588235,3956,6,163|3956|163,163|38|163,38|3956|38,38|6|38,"163|(6,38)|163",>5,eps=>5;rho30=6,38+6i,163
5598,2799,124,99.55849896130695,99,25,2.449563509709051,2.0064724919093853,4358,18,124|4358|124,124|25|124,25|4358|25,25|18|25,"124|(18,25)|124",>5,eps=>5;rho30=18,25+18i,124
5604,2802,132,99.5326376727104,99,33,3.2543499418626127,2.0043010752688173,4284,24,132|4284|132,132|33|132,33|4284|33,33|24|33,"132|(24,33)|132",>5,eps=>5;rho30=24,33+24i,132
5610,2805,198,157.07770772243492,157,41,3.2651465267801734,3.1604938271604937,3630,0,198|3630|198,198|41|198,41|3630|41,41|0|41,"198|(0,41)|198",>5,eps=>5;rho30=0,41,198
5616,2808,136,108.52626362899323,108,28,2.6372439272208608,2.1818181818181817,4256,6,136|4256|136,136|28|136,28|4256|28,28|6|28,"136|(6,28)|136",>5,eps=>5;rho30=6,28+6i,136
5628,2814,151,121.41445252519534,121,30,2.6850007866278327,2.4369230769230765,4118,18,151|4118|151,151|30|151,30|4118|30,30|18|30,"151|(18,30)|151",>5,eps=>5;rho30=18,30+18i,151
5634,2817,125,100.04798628160094,100,25,2.4946029100375684,2.0064308681672025,4384,24,125|4384|125,125|25|125,25|4384|25,25|24|25,"125|(24,25)|125",>5,eps=>5;rho30=24,25+24i,125
5640,2820,169,136.0358648092832,136,33,2.8262786358329732,2.7259259259259254,3950,0,169|3950|169,169|33|169,33|3950|33,33|0|33,"169|(0,33)|169",>5,eps=>5;rho30=0,33,169
5646,2823,130,99.99688803911745,99,31,3.0003578814332688,2.0021299254526093,4346,6,130|4346|130,130|31|130,31|4346|31,31|6|31,"130|(6,31)|130",>5,eps=>5;rho30=6,31+6i,130
5658,2829,140,107.50573067928795,107,33,3.1339420963277433,2.148962148962149,4258,18,140|4258|140,140|33|140,33|4258|33,33|18|33,"140|(18,33)|140",>5,eps=>5;rho30=18,33+18i,140
5664,2832,131,101.89192089878252,101,30,2.883657465530903,2.0350877192982457,4354,24,131|4354|131,131|30|131,30|4354|30,30|24|30,"131|(24,30)|131",>5,eps=>5;rho30=24,30+24i,131
5670,2835,204,160.34669026000796,160,44,3.447364276793992,3.1999999999999997,3630,0,204|3630|204,204|44|204,44|3630|44,44|0|44,"204|(0,44)|204",>5,eps=>5;rho30=0,44,204
5676,2838,147,114.16053261775059,114,33,3.073534635998101,2.2764227642276422,4206,6,147|4206|147,147|33|147,33|4206|33,33|6|33,"147|(6,33)|147",>5,eps=>5;rho30=6,33+6i,147
5688,2844,127,101.76582312859796,101,26,2.5014289277326056,2.0259740259740258,4418,18,127|4418|127,127|26|127,26|4418|26,26|18|26,"127|(18,26)|127",>5,eps=>5;rho30=18,26+18i,127
5694,2847,145,111.22764643560694,111,34,3.2022479288188412,2.2125480153649164,4244,24,145|4244|145,145|34|145,34|4244|34,34|24|34,"145|(24,34)|145",>5,eps=>5;rho30=24,34+24i,145
5700,2850,186,142.05743492561066,142,44,3.686832610993142,2.8235294117647056,3840,0,186|3840|186,186|44|186,44|3840|44,44|0|44,"186|(0,44)|186",>5,eps=>5;rho30=0,44,186
5706,2853,132,101.02513257942039,101,31,3.0817311033712484,2.0063492063492063,4386,6,132|4386|132,132|31|132,31|4386|31,31|6|31,"132|(6,31)|132",>5,eps=>5;rho30=6,31+6i,132
5718,2859,127,100.97428055871791,100,27,2.589985662849394,2.0021030494216614,4448,18,127|4448|127,127|27|127,27|4448|27,27|18|27,"127|(18,27)|127",>5,eps=>5;rho30=18,27+18i,127
5724,2862,130,102.92898469315841,102,28,2.668306413029517,2.0392156862745097,4424,24,130|4424|130,130|28|130,28|4424|28,28|24|28,"130|(24,28)|130",>5,eps=>5;rho30=24,28+24i,130
5730,2865,174,135.4206474436445,135,39,3.3152210559688444,2.6807760141093473,3990,0,174|3990|174,174|39|174,39|3990|39,39|0|39,"174|(0,39)|174",>5,eps=>5;rho30=0,39,174
5736,2868,127,101.53889694354118,101,26,2.526742551657457,2.0084388185654007,4466,6,127|4466|127,127|26|127,26|4466|26,26|6|26,"127|(6,26)|127",>5,eps=>5;rho30=6,26+6i,127
5748,2874,132,101.48719419280603,101,31,3.0288413254917135,2.0041928721174003,4428,18,132|4428|132,132|31|132,31|4428|31,31|18|31,"132|(18,31)|132",>5,eps=>5;rho30=18,31+18i,132
5754,2877,162,122.52833609010408,122,40,3.5658836309641937,2.4177777777777774,4134,24,162|4134|162,162|40|162,40|4134|40,40|24|40,"162|(24,40)|162",>5,eps=>5;rho30=24,40+24i,162
5760,2880,172,135.2499016175816,135,37,3.1600214247831575,2.6666666666666665,4040,0,172|4040|172,172|37|172,37|4040|37,37|0|37,"172|(0,37)|172",>5,eps=>5;rho30=0,37,172
5766,2883,136,105.01931942362327,105,31,3.023126736877693,2.0689655172413794,4406,6,136|4406|136,136|31|136,31|4406|31,31|6|31,"136|(6,31)|136",>5,eps=>5;rho30=6,31+6i,136
5778,2889,128,102.64951580483424,102,26,2.502118109598526,2.019047619047619,4498,18,128|4498|128,128|26|128,26|4498|26,26|18|26,"128|(18,26)|128",>5,eps=>5;rho30=18,26+18i,128
5784,2892,132,102.18810744540858,102,30,2.949099118539489,2.00836820083682,4464,24,132|4464|132,132|30|132,30|4464|30,30|24|30,"132|(24,30)|132",>5,eps=>5;rho30=24,30+24i,132
5790,2895,167,136.50229164383242,136,31,2.6103409458195443,2.6806282722513086,4120,0,167|4120|167,167|31|167,31|4120|31,31|0|31,"167|(0,31)|167",>5,eps=>5;rho30=0,31,167
5796,2898,166,128.1338748090564,128,38,3.345175340308195,2.5142857142857142,4136,6,166|4136|166,166|38|166,38|4136|38,38|6|38,"166|(6,38)|166",>5,eps=>5;rho30=6,38+6i,166
5808,2904,141,113.42995188133271,113,28,2.5886518764700663,2.2222222222222223,4398,18,141|4398|141,141|28|141,28|4398|28,28|18|28,"141|(18,28)|141",>5,eps=>5;rho30=18,28+18i,141
5814,2907,147,115.3898245261038,115,32,2.942680763395358,2.2588235294117647,4344,24,147|4344|147,147|32|147,32|4344|32,32|24|32,"147|(24,32)|147",>5,eps=>5;rho30=24,32+24i,147
5820,2910,171,137.76730878421154,137,34,2.831342610287656,2.694736842105263,4110,0,171|4110|171,171|34|171,34|4110|34,34|0|34,"171|(0,34)|171",>5,eps=>5;rho30=0,34,171
5826,2913,129,102.43586276455922,102,27,2.6246397409521736,2.002063983488132,4536,6,129|4536|129,129|27|129,27|4536|27,27|6|27,"129|(6,27)|129",>5,eps=>5;rho30=6,27+6i,129
5838,2919,150,123.8885973855921,123,27,2.34592721334367,2.4175182481751825,4338,18,150|4338|150,150|27|150,27|4338|27,27|18|27,"150|(18,27)|150",>5,eps=>5;rho30=18,27+18i,150
5844,2922,131,102.78490508490273,102,29,2.783023323290822,2.004123711340206,4534,24,131|4534|131,131|29|131,29|4534|29,29|24|29,"131|(24,29)|131",>5,eps=>5;rho30=24,29+24i,131
5850,2925,191,149.31553809570414,149,42,3.4113140095257277,2.9090909090909087,3940,0,191|3940|191,191|42|191,42|3940|42,42|0|42,"191|(0,42)|191",>5,eps=>5;rho30=0,42,191
5856,2928,131,104.4767136445568,104,27,2.5948818149548902,2.0338983050847457,4546,6,131|4546|131,131|27|131,27|4546|27,27|6|27,"131|(6,27)|131",>5,eps=>5;rho30=6,27+6i,131
5868,2934,131,103.53650582768238,103,28,2.6990382510160473,2.012422360248447,4558,18,131|4558|131,131|28|131,28|4558|28,28|18|28,"131|(18,28)|131",>5,eps=>5;rho30=18,28+18i,131
5874,2937,157,115.73556071997503,115,42,3.8356815015818353,2.247765006385696,4304,24,157|4304|157,157|42|157,42|4304|42,42|24|42,"157|(24,42)|157",>5,eps=>5;rho30=24,42+24i,157
5880,2940,216,164.89485314023995,164,52,3.979798559909207,3.1999999999999997,3720,0,216|3720|216,216|52|216,52|3720|52,52|0|52,"216|(0,52)|216",>5,eps=>5;rho30=0,52,216
5886,2943,140,104.10413188772274,104,36,3.5181186114063894,2.0186915887850465,4486,6,140|4486|140,140|36|140,36|4486|36,36|6|36,"140|(6,36)|140",>5,eps=>5;rho30=6,36+6i,140
5898,2949,132,103.40730209155933,103,29,2.8117683110951512,2.00203873598369,4578,18,132|4578|132,132|29|132,29|4578|29,29|18|29,"132|(18,29)|132",>5,eps=>5;rho30=18,29+18i,132
5904,2952,134,106.03371533694926,106,28,2.715893804820437,2.051282051282051,4564,24,134|4564|134,134|28|134,28|4564|28,28|24|28,"134|(24,28)|134",>5,eps=>5;rho30=24,28+24i,134
5910,2955,182,138.65908359891773,138,44,3.680644961466334,2.68034188034188,4090,0,182|4090|182,182|44|182,44|4090|44,44|0|44,"182|(0,44)|182",>5,eps=>5;rho30=0,44,182
5916,2958,153,114.53819147002002,114,39,3.593805266852797,2.2123456790123455,4386,6,153|4386|153,153|39|153,39|4386|39,39|6|39,"153|(6,39)|153",>5,eps=>5;rho30=6,39+6i,153
5928,2964,146,119.78898448164158,119,27,2.3948339485917307,2.3101604278074865,4468,18,146|4468|146,146|27|146,27|4468|27,27|18|27,"146|(18,27)|146",>5,eps=>5;rho30=18,27+18i,146
5934,2967,139,111.38116751306512,111,28,2.6169741514795115,2.1463414634146343,4544,24,139|4544|139,139|28|139,28|4544|28,28|24|28,"139|(24,28)|139",>5,eps=>5;rho30=24,28+24i,139
5940,2970,202,153.87818348501503,153,49,3.8793010806262394,2.962962962962963,3920,0,202|3920|202,202|49|202,49|3920|49,49|0|49,"202|(0,49)|202",>5,eps=>5;rho30=0,49,202
5946,2973,133,104.05363941946999,104,29,2.837692486702684,2.0020222446916076,4616,6,133|4616|133,133|29|133,29|4616|29,29|6|29,"133|(6,29)|133",>5,eps=>5;rho30=6,29+6i,133
5958,2979,138,104.42645246055872,104,34,3.28542812794608,2.0060790273556233,4578,18,138|4578|138,138|34|138,34|4578|34,34|18|34,"138|(18,34)|138",>5,eps=>5;rho30=18,34+18i,138
5964,2982,167,126.84087866156068,126,41,3.565780299075174,2.4347826086956523,4294,24,167|4294|167,167|41|167,41|4294|41,41|24|41,"167|(24,41)|167",>5,eps=>5;rho30=24,41+24i,167
5970,2985,177,139.73428733984883,139,38,3.1525206413228197,2.680203045685279,4200,0,177|4200|177,177|38|177,38|4200|38,38|0|38,"177|(0,38)|177",>5,eps=>5;rho30=0,38,177
5976,2988,129,105.6403978329457,105,24,2.2727435194872605,2.0246913580246915,4686,6,129|4686|129,129|24|129,24|4686|24,24|6|24,"129|(6,24)|129",>5,eps=>5;rho30=6,24+6i,129
5988,2994,126,104.7237040121223,104,22,2.0790911327281414,2.004024144869215,4728,18,126|4728|126,126|22|126,22|4728|22,22|18|22,"126|(18,22)|126",>5,eps=>5;rho30=18,22+18i,126
5994,2997,140,107.58245071434612,107,33,3.1254277452237593,2.057142857142857,4594,24,140|4594|140,140|33|140,33|4594|33,33|24|33,"140|(24,33)|140",>5,eps=>5;rho30=24,33+24i,140
6000,3000,178,139.56622316690704,139,39,3.253290919607253,2.6666666666666665,4220,0,178|4220|178,178|39|178,39|4220|39,39|0|39,"178|(0,39)|178",>5,eps=>5;rho30=0,39,178
6006,3003,195,152.37130135100952,152,43,3.453428641166305,2.9090909090909087,4056,6,195|4056|195,195|43|195,43|4056|43,43|6|43,"195|(6,43)|195",>5,eps=>5;rho30=6,43+6i,195
6018,3009,146,113.87420388326385,113,33,3.0105179565570377,2.170760233918129,4558,18,146|4558|146,146|33|146,33|4558|33,33|18|33,"146|(18,33)|146",>5,eps=>5;rho30=18,33+18i,146
6024,3012,144,105.41865682348987,105,39,3.7576697094704525,2.0080321285140563,4584,24,144|4584|144,144|39|144,39|4584|39,39|24|39,"144|(24,39)|144",>5,eps=>5;rho30=24,39+24i,144
6030,3015,173,142.2587985251812,142,31,2.57739670535109,2.7076923076923074,4300,0,173|4300|173,173|31|173,31|4300|31,31|0|31,"173|(0,31)|173",>5,eps=>5;rho30=0,31,173
6036,3018,126,105.36794171261005,105,21,2.009964133562105,2.003992015968064,4776,6,126|4776|126,126|21|126,21|4776|21,21|6|21,"126|(6,21)|126",>5,eps=>5;rho30=6,21+6i,126
6048,3024,161,126.38285526173316,126,35,3.0792656866157886,2.4,4438,18,161|4438|161,161|35|161,35|4438|35,35|18|35,"161|(18,35)|161",>5,eps=>5;rho30=18,35+18i,161
6054,3027,140,105.504189806871,105,35,3.35839284638861,2.0019860973187686,4654,24,140|4654|140,140|35|140,35|4654|35,35|24|35,"140|(24,35)|140",>5,eps=>5;rho30=24,35+24i,140
6060,3030,177,142.06058487112065,142,35,2.9314252990855283,2.6936026936026938,4290,0,177|4290|177,177|35|177,35|4290|35,35|0|35,"177|(0,35)|177",>5,eps=>5;rho30=0,35,177
6066,3033,132,105.87553577720855,105,27,2.5389233041106767,2.005970149253731,4746,6,132|4746|132,132|27|132,27|4746|27,27|6|27,"132|(6,27)|132",>5,eps=>5;rho30=6,27+6i,132
6078,3039,138,105.82584589004563,105,33,3.1276004245602285,2.0019782393669634,4698,18,138|4698|138,138|33|138,33|4698|33,33|18|33,"138|(18,33)|138",>5,eps=>5;rho30=18,33+18i,138
6084,3042,153,115.42000807248073,115,38,3.497970417432595,2.1818181818181817,4554,24,153|4554|153,153|38|153,38|4554|38,38|24|38,"153|(24,38)|153",>5,eps=>5;rho30=24,38+24i,153
6090,3045,222,175.68578471087443,175,47,3.4941858343075367,3.318518518518518,3870,0,222|3870|222,222|47|222,47|3870|47,47|0|47,"222|(0,47)|222",>5,eps=>5;rho30=0,47,222
6096,3048,140,106.81012537364963,106,34,3.211436946367487,2.016,4696,6,140|4696|140,140|34|140,34|4696|34,34|6|34,"140|(6,34)|140",>5,eps=>5;rho30=6,34+6i,140
6108,3054,142,106.33243188492798,106,36,3.4589208642392593,2.0039447731755424,4688,18,142|4688|142,142|36|142,36|4688|36,36|18|36,"142|(18,36)|142",>5,eps=>5;rho30=18,36+18i,142
6114,3057,132,106.30786616452855,106,26,2.4918246355232783,2.0019665683382497,4794,24,132|4794|132,132|26|132,26|4794|26,26|24|26,"132|(24,26)|132",>5,eps=>5;rho30=24,26+24i,132
6120,3060,192,151.1591033555825,151,41,3.3218354440400506,2.844444444444444,4200,0,192|4200|192,192|41|192,41|4200|41,41|0|41,"192|(0,41)|192",>5,eps=>5;rho30=0,41,192
6126,3063,141,106.46841651899595,106,35,3.3466176435408665,2.001962708537782,4716,6,141|4716|141,141|35|141,35|4716|35,35|6|35,"141|(6,35)|141",>5,eps=>5;rho30=6,35+6i,141
6138,3069,152,122.44203681462292,122,30,2.6712173763923994,2.298850574712644,4618,18,152|4618|152,152|30|152,30|4618|30,30|18|30,"152|(18,30)|152",>5,eps=>5;rho30=18,30+18i,152
6144,3072,145,106.60481720588311,106,39,3.718675860812632,2.0,4694,24,145|4694|145,145|39|145,39|4694|39,39|24|39,"145|(24,39)|145",>5,eps=>5;rho30=24,39+24i,145
6150,3075,190,145.89408149061802,145,45,3.6515565743652805,2.7350427350427347,4250,0,190|4250|190,190|45|190,45|4250|45,45|0|45,"190|(0,45)|190",>5,eps=>5;rho30=0,45,190
6156,3078,142,113.04557121204823,113,29,2.7232544707229676,2.1176470588235294,4736,6,142|4736|142,142|29|142,29|4736|29,29|6|29,"142|(6,29)|142",>5,eps=>5;rho30=6,29+6i,142
6168,3084,138,107.3449614311232,107,31,2.958768829147369,2.007843137254902,4788,18,138|4788|138,138|31|138,31|4788|31,31|18|31,"138|(18,31)|138",>5,eps=>5;rho30=18,31+18i,138
6174,3087,163,128.40697689436104,128,35,3.0527708508801905,2.4,4544,24,163|4544|163,163|35|163,35|4544|35,35|24|35,"163|(24,35)|163",>5,eps=>5;rho30=24,35+24i,163
6180,3090,180,144.19496652107898,144,36,2.981734936275048,2.693069306930693,4380,0,180|4380|180,180|36|180,36|4380|36,36|0|36,"180|(0,36)|180",>5,eps=>5;rho30=0,36,180
6186,3093,132,107.27025218658797,107,25,2.387701524802056,2.001943634596696,4866,6,132|4866|132,132|25|132,25|4866|25,25|6|25,"132|(6,25)|132",>5,eps=>5;rho30=6,25+6i,132
6198,3099,119,107.43043716404226,107,12,1.1162289388257904,2.0019398642095054,5008,18,119|5008|119,119|12|119,12|5008|12,12|18|12,"119|(18,12)|119",>5,eps=>5;rho30=18,12+18i,119
6204,3102,161,121.99248953858105,121,40,3.5316827698015656,2.271604938271605,4594,24,161|4594|161,161|40|161,40|4594|40,40|24|40,"161|(24,40)|161",>5,eps=>5;rho30=24,40+24i,161
6210,3105,195,150.1398855969904,150,45,3.661106280699715,2.7936507936507935,4260,0,195|4260|195,195|45|195,45|4260|45,45|0|45,"195|(0,45)|195",>5,eps=>5;rho30=0,45,195
6216,3108,163,132.76788305847947,132,31,2.6237475345867214,2.4685714285714284,4586,6,163|4586|163,163|31|163,31|4586|31,31|6|31,"163|(6,31)|163",>5,eps=>5;rho30=6,31+6i,163
6228,3114,144,108.35663299828227,108,36,3.424135730832336,2.0116959064327484,4788,18,144|4788|144,144|36|144,36|4788|36,36|18|36,"144|(18,36)|144",>5,eps=>5;rho30=18,36+18i,144
6234,3117,135,107.91063049215771,107,28,2.607754972232474,2.0019286403085825,4884,24,135|4884|135,135|28|135,28|4884|28,28|24|28,"135|(24,28)|135",>5,eps=>5;rho30=24,28+24i,135
6240,3120,198,156.926069978584,156,42,3.278828562099092,2.9090909090909087,4260,0,198|4260|198,198|42|198,42|4260|42,42|0|42,"198|(0,42)|198",>5,eps=>5;rho30=0,42,198
6246,3123,140,108.27960772483578,108,32,3.0483526883198677,2.0057971014492755,4846,6,140|4846|140,140|32|140,32|4846|32,32|6|32,"140|(6,32)|140",>5,eps=>5;rho30=6,32+6i,140
6258,3129,159,130.6345758813301,130,29,2.4817624640119624,2.416326530612245,4668,18,159|4668|159,159|29|159,29|4668|29,29|18|29,"159|(18,29)|159",>5,eps=>5;rho30=18,29+18i,159
6264,3132,147,112.21418385386421,112,35,3.283812257918296,2.074074074074074,4794,24,147|4794|147,147|35|147,35|4794|35,35|24|35,"147|(24,35)|147",>5,eps=>5;rho30=24,35+24i,147
6270,3135,218,169.8611175209844,169,49,3.693592805592746,3.1372549019607843,4090,0,218|4090|218,218|49|218,49|4090|49,49|0|49,"218|(0,49)|218",>5,eps=>5;rho30=0,49,218
6276,3138,138,108.57437239103893,108,30,2.8239829526979245,2.0038387715930903,4896,6,138|4896|138,138|30|138,30|4896|30,30|6|30,"138|(6,30)|138",>5,eps=>5;rho30=6,30+6i,138
6288,3144,145,109.367445101211,109,36,3.4072415999424264,2.0155038759689923,4838,18,145|4838|145,145|36|145,36|4838|36,36|18|36,"145|(18,36)|145",>5,eps=>5;rho30=18,36+18i,145
6294,3147,143,108.70975624531822,108,35,3.288791273140838,2.0019102196752625,4864,24,143|4864|143,143|35|143,35|4864|35,35|24|35,"143|(24,35)|143",>5,eps=>5;rho30=24,35+24i,143
6300,3150,216,173.89740677596558,173,43,3.1927307369882403,3.1999999999999997,4140,0,216|4140|216,216|43|216,43|4140|43,43|0|43,"216|(0,43)|216",>5,eps=>5;rho30=0,43,216
6306,3153,137,108.86940324533857,108,29,2.6960380924175045,2.001906577693041,4936,6,137|4936|137,137|29|137,29|4936|29,29|6|29,"137|(6,29)|137",>5,eps=>5;rho30=6,29+6i,137
6318,3159,150,118.827656153919,118,32,2.8596355843540593,2.1818181818181817,4818,18,150|4818|150,150|32|150,32|4818|32,32|18|32,"150|(18,32)|150",>5,eps=>5;rho30=18,32+18i,150
6324,3162,156,120.28154043706236,120,36,3.2568160527049503,2.206896551724138,4764,24,156|4764|156,156|36|156,36|4764|36,36|24|36,"156|(24,36)|156",>5,eps=>5;rho30=24,36+24i,156
6330,3165,185,146.14248436707743,146,39,3.2143028061953562,2.679425837320574,4480,0,185|4480|185,185|39|185,39|4480|39,39|0|39,"185|(0,39)|185",>5,eps=>5;rho30=0,39,185
6336,3168,150,121.2941010250041,121,29,2.6064614863199758,2.2222222222222223,4836,6,150|4836|150,150|29|150,29|4836|29,29|6|29,"150|(6,29)|150",>5,eps=>5;rho30=6,29+6i,150
6348,3174,142,114.53009021211635,114,28,2.5668319225751945,2.0952380952380953,4928,18,142|4928|142,142|28|142,28|4928|28,28|18|28,"142|(18,28)|142",>5,eps=>5;rho30=18,28+18i,142
6354,3177,140,109.71559008036749,109,31,2.8912453307703485,2.005698005698006,4954,24,140|4954|140,140|31|140,31|4954|31,31|24|31,"140|(24,31)|140",>5,eps=>5;rho30=24,31+24i,140
6360,3180,194,148.84045573394062,148,46,3.7015963220574504,2.7189542483660127,4420,0,194|4420|194,194|46|194,46|4420|46,46|0|46,"194|(0,46)|194",>5,eps=>5;rho30=0,46,194
6366,3183,144,109.66675542675273,109,35,3.27851631996024,2.0018885741265344,4926,6,144|4926|144,144|35|144,35|4926|35,35|6|35,"144|(6,35)|144",>5,eps=>5;rho30=6,35+6i,144
6378,3189,138,109.82605029598363,109,29,2.6884072155233336,2.001885014137606,4998,18,138|4998|138,138|29|138,29|4998|29,29|18|29,"138|(18,29)|138",>5,eps=>5;rho30=18,29+18i,138
6384,3192,190,139.51349015511167,139,51,4.274322108515346,2.541176470588235,4484,24,190|4484|190,190|51|190,51|4484|51,51|24|51,"190|(24,51)|190",>5,eps=>5;rho30=24,51+24i,190
6390,3195,191,148.63254519637522,148,43,3.475164902746257,2.7053140096618358,4480,0,191|4480|191,191|43|191,43|4480|43,43|0|43,"191|(0,43)|191",>5,eps=>5;rho30=0,43,191
6396,3198,164,123.03388668334085,123,41,3.6932813255781873,2.2377622377622375,4756,6,164|4756|164,164|41|164,41|4756|41,41|6|41,"164|(6,41)|164",>5,eps=>5;rho30=6,41+6i,164
6408,3204,140,111.38648595385227,111,29,2.711158734346237,2.0229885057471266,5008,18,140|5008|140,140|29|140,29|5008|29,29|18|29,"140|(18,29)|140",>5,eps=>5;rho30=18,29+18i,140
6414,3207,146,110.30358630483873,110,36,3.3988325571265032,2.0018744142455485,4954,24,146|4954|146,146|36|146,36|4954|36,36|24|36,"146|(24,36)|146",>5,eps=>5;rho30=24,36+24i,146
6420,3210,184,148.44020150367268,148,36,2.9186601178314797,2.692063492063492,4580,0,184|4580|184,184|36|184,36|4580|36,36|0|36,"184|(0,36)|184",>5,eps=>5;rho30=0,36,184
6426,3213,187,141.26004879168653,141,46,3.84845152918531,2.56,4556,6,187|4556|187,187|46|187,46|4556|46,46|6|46,"187|(6,46)|187",>5,eps=>5;rho30=6,46+6i,187
6438,3219,150,117.88636020796385,117,33,2.9577247281974146,2.133333333333333,4938,18,150|4938|150,150|33|150,33|4938|33,33|18|33,"150|(18,33)|150",>5,eps=>5;rho30=18,33+18i,150
6444,3222,148,111.22281313539193,111,37,3.4872378412387968,2.0112994350282487,4964,24,148|4964|148,148|37|148,37|4964|37,37|24|37,"148|(24,37)|148",>5,eps=>5;rho30=24,37+24i,148
6450,3225,183,151.1692063658965,151,32,2.5889031292968223,2.7317073170731705,4620,0,183|4620|183,183|32|183,32|4620|32,32|0|32,"183|(0,32)|183",>5,eps=>5;rho30=0,32,183
6456,3228,138,111.17174904171833,111,27,2.5444571469336417,2.00749063670412,5076,6,138|5076|138,138|27|138,27|5076|27,27|6|27,"138|(6,27)|138",>5,eps=>5;rho30=6,27+6i,138
